GENE	P
MSH6	1
MSTN	1
MTA3	1
MTHFD2	1
MTX2	1
MXD1	1
MYCN	1
MYEOV2	1
MYL1	1
MYO1B	1
MYT1L	1
NABP1	1
NAGK	1
NAT8	1
NBEAL1	1
NCK2	1
NCKAP1	1
NCL	1
NCOA1	1
NDUFA10	1
NDUFAF7	1
NDUFB3	1
NDUFS1	1
NEU4	1
NEURL3	1
NFE2L2	1
NGEF	1
NHEJ1	1
NIFK	1
NLRC4	1
NMUR1	1
NOL10	1
NOP58	1
NOTO	1
NPHP1	1
NR4A2	1
NRBP1	1
NRP2	1
NRXN1	1
NT5C1B	1
NT5C1B-RDH14,RDH14	1
NT5C1B,NT5C1B-RDH14	1
NTSR2	1
NUP35	1
NXPH2	1
NYAP2	1
ODC1	1
OLA1	1
OR6B2	1
OR6B3	1
ORC2	1
ORMDL1	1
OSGEPL1	1
OSR1	1
OTOS	1
OTX1	1
OXER1	1
PAPOLG	1
PAX3	1
PAX8	1
PCBP1	1
PCGF1	1
PCYOX1	1
PDCD1	1
PDCL3	1
PDE11A	1
PDE1A	1
PDE6D	1
PDK1	1
PECR	1
PELI1	1
PEX13	1
PFN4	1
PGAP1	1
PHOSPHO2	1
PID1	1
PIGF	1
PIKFYVE	1
PKDCC	1
PKP4	1
PLCD4	1
PLEKHA3	1
PLEKHB2	1
PLEKHH2	1
PLEKHM3	1
PMS1	1
PNKD	1
POLR1A	1
POLR1B	1
POLR2D	1
POMC	1
POTEF	1
PPM1B	1
PPM1G	1
PPP1R1C	1
PPP1R21	1
PPP1R7	1
PQLC3	1
PRADC1	1
PREB	1
PREPL	1
PRKAG3	1
PRKCE	1
PRKD3	1
PRKRA	1
PRLH	1
PROC	1
PROKR1	1
PROM2	1
PRPF40A	1
PRR21	1
PRR30	1
PRSS56	1
PSMD1	1
PTCD3	1
PTH2R	1
PTMA	1
PTPN18	1
PTPN4	1
PTPRN	1
PTRHD1	1
PUM2	1
PUS10	1
PXDN	1
QPCT	1
R3HDM1	1
RAB11FIP5	1
RAB1A	1
RAB3GAP1	1
RAMP1	1
RANBP2	1
RAPGEF4	1
RAPH1	1
RASGRP3	1
RBKS	1
RBM43	1
RBM44	1
RBM45	1
REEP1	1
REG1B	1
REG3A	1
REG3G	1
REL	1
RESP18	1
RETSAT	1
RFTN2	1
RFX8	1
RHBDD1	1
RHOB	1
RHOQ	1
RMDN2	1
RNASEH1	1
RND3	1
RNF103	1
RNF149	1
RNF181	1
RNF25	1
RPE	1
RPL31	1
RPS27A	1
RRM2	1
RSAD2	1
RTKN	1
RTN4	1
RTP5	1
RUFY4	1
SAP130	1
SCG2	1
SCN2A	1
SCN3A	1
SCN9A	1
SCN9A;LOC101929680	1
SCRN3	1
SCTR	1
SDC1	1
SDPR	1
SEMA4C	1
SEMA4F	1
10-Sep	1
2-Sep	1
SERPINE2	1
SERTAD2	1
SESTD1	1
SF3B1	1
SFXN5	1
SGOL2	1
SGPP2	1
SH2D6	1
SH3BP4	1
SH3RF3	1
SH3YL1	1
SIX2	1
SLC11A1	1
SLC16A14	1
SLC19A3	1
SLC20A1	1
SLC23A3	1
SLC25A12	1
SLC30A3	1
SLC30A6	1
SLC35F5	1
SLC35F6	1
SLC38A11	1
SLC39A10	1
SLC40A1	1
SLC4A10	1
SLC4A3	1
SLC4A5	1
SLC5A6	1
SLC5A7	1
SLC8A1	1
SLC9A2	1
SMARCAL1	1
SMEK2	1
SMPD4	1
SMYD1	1
SMYD5	1
SNRNP200	1
SNX17	1
SOCS5	1
SOS1	1
SOWAHC	1
SP3	1
SPAST	1
SPATA3	1
SPATS2L	1
SPC25	1
SPDYA	1
SPHKAP	1
SPP2	1
SPR	1
SPRED2	1
SPTBN1	1
SRBD1	1
SSFA2	1
ST6GAL2	1
STAM2	1
STAMBP	1
STARD7	1
STAT1	1
STAT4	1
STEAP3	1
STK16	1
STK17B	1
STK39	1
STRADB	1
STRN	1
SUCLG1	1
SULT1C2	1
SULT6B1	1
SUPT7L	1
TACR1	1
TANK	1
TBR1	1
TCF23	1
TCF7L1	1
TEKT4	1
TET3	1
TEX261	1
TEX37	1
TFCP2L1	1
TGFA	1
THNSL2	1
THUMPD2	1
TIA1	1
TIGD1	1
TLK1	1
TLX2	1
TM4SF20	1
TMBIM1	1
TMEFF2	1
TMEM131	1
TMEM163	1
TMEM169	1
TMEM177	1
TMEM178A	1
TMEM18	1
TMEM182	1
TMEM194B	1
TMEM198	1
TMEM237	1
TMEM247	1
TMEM37	1
TMEM87B	1
TNFAIP6	1
TP53I3	1
TPRKB	1
TRIB2	1
TRIM54	1
TRIP12	1
TRMT61B	1
TRPM8	1
TSGA10	1
TSSC1	1
TTC27	1
TTC30A	1
TTC30B	1
TTC31	1
TTC32	1
TTL	1
TTLL4	1
TXNDC9	1
TYW5	1
UBE2F	1
UBR3	1
UBXN2A	1
UBXN4	1
UGGT1	1
UGP2	1
UGT1A1	1
UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9	1
UGT1A10	1
UGT1A3	1
UGT1A4	1
UGT1A5	1
UGT1A7	1
UGT1A8	1
UGT1A9	1
UNC50	1
UNC80	1
UPP2	1
USP34	1
USP37	1
USP39	1
USP40	1
UXS1	1
VAMP8	1
VAX2	1
VIL1	1
VIT	1
VPS54	1
VWC2L	1
WDFY1	1
WDPCP	1
WDR12	1
WDR33	1
WDR35	1
WDR43	1
WDR54	1
WDR75	1
WIPF1	1
WNT10A	1
WNT6	1
XDH	1
XIRP2	1
XPO1	1
XRCC5	1
YIPF4	1
YPEL5	1
ZAP70	1
ZC3H15	1
ZC3H6	1
ZC3H8	1
ZEB2	1
ZFAND2B	1
ZFP36L2	1
ZNF2	1
ZNF385B	1
ZNF512	1
ZNF513	1
ZNF514	1
ZRANB3	1
A4GNT	1
AADAC	1
ABCC5	1
ABCF3	1
ABHD10	1
ABHD14A	1
ABHD5	1
ABHD6	1
ABI3BP	1
ABTB1	1
ACAA1	1
ACAD9	1
ACAP2	1
ACOX2	1
ACPP	1
ACTL6A	1
ACTR8	1
ACTRT3	1
ACVR2B	1
ACY1	1
ADAMTS9	1
ADCY5	1
ADIPOQ	1
ADPRH	1
AGTR1	1
ALAS1	1
ALCAM	1
ALG3	1
ALS2CL	1
AMIGO3	1
AMT	1
ANKRD28	1
APEH	1
APOD	1
APPL1	1
ARIH2	1
ARIH2OS	1
ARL13B	1
ARL14	1
ARL6IP5	1
ARL8B	1
ARMC8	1
ARPC4-TTLL3,TTLL3	1
ARPP21	1
ASB14	1
ASTE1	1
ATG3	1
ATG7	1
ATP11B	1
ATP13A3	1
ATP1B3	1
ATP2B2	1
ATP2C1	1
ATP6V1A	1
ATRIP	1
AZI2	1
B3GNT5	1
B4GALT4	1
BAP1	1
BBX	1
BCHE	1
BDH1	1
BFSP2	1
BHLHE40	1
BOC	1
BRPF1	1
BTD	1
BTLA	1
C3orf14	1
C3orf18	1
C3orf22	1
C3orf35	1
C3orf36	1
C3orf38	1
C3orf52	1
C3orf58	1
C3orf62	1
C3orf67	1
C3orf79	1
C3orf84	1
CACNA1D	1
CACNA2D2	1
CACNA2D3	1
CADM2	1
CADPS	1
CAMK1	1
CAMKV	1
CAMP	1
CASR	1
CAV3	1
CBLB	1
CCDC12	1
CCDC13	1
CCDC14	1
CCDC174	1
CCDC37	1
CCDC39	1
CCDC51	1
CCDC80	1
CCNL1	1
CCR1	1
CCR2	1
CCR3	1
CCR5	1
CCR9	1
CCRL2	1
CD200R1L	1
CD47	1
CD80	1
CD86	1
CD96	1
CDC25A	1
CDHR4	1
CEP70	1
CEP97	1
CHCHD4	1
CHCHD6	1
CHDH	1
CHL1	1
CHMP2B	1
CHST2	1
CIDEC	1
CISH	1
CLASP2	1
CLCN2	1
CLDN1	1
CLDN11	1
CLDN18	1
CLDND1	1
CLRN1	1
CMTM6	1
CMTM7	1
CMTM8	1
CNBP	1
CNOT10	1
CNTN3	1
CNTN4	1
CNTN6	1
COL8A1	1
COLQ	1
COPB2	1
COPG1	1
CP	1
CPA3	1
CPN2	1
CPNE4	1
CPOX	1
CRBN	1
CRELD1	1
CRTAP	1
CRYBG3	1
CRYGS	1
CSPG5	1
CSTA	1
CTDSPL	1
CTNNB1	1
CX3CR1	1
CXCR6	1
CYB561D2	1
CYP8B1	1
DAG1	1
DAZL	1
DBR1	1
DCBLD2	1
DCLK3	1
DCP1A	1
DENND6A	1
DGKG	1
DHFRL1	1
DHX30	1
DIRC2	1
DNAJB8	1
DOCK3	1
DPPA2	1
DVL3	1
DYNC1LI1	1
DZIP3	1
EAF1	1
EAF2	1
ECT2	1
EDEM1	1
EEFSEC	1
EFCAB12	1
EFHB	1
EHHADH	1
ELP6	1
EOGT	1
EOMES	1
EPHA3	1
EPHA6	1
EPHB1	1
EPHB3	1
EPM2AIP1	1
ERICH6	1
ETV5	1
EXOG	1
FAIM	1
FAM107A	1
FAM131A	1
FAM162A	1
FAM19A4	1
FAM212A	1
FAM3D	1
FAM43A	1
FANCD2	1
FANCD2OS	1
FBXL2	1
FETUB	1
FEZF2	1
FGD5	1
FHIT	1
FOXL2NB	1
FOXP1	1
FSTL1	1
FXR1	1
FYTTD1	1
GADL1	1
GALNT15	1
GAP43	1
GCSAM	1
GHRL	1
GHSR	1
GLT8D1	1
GLYCTK	1
GMNC	1
GMPPB	1
GMPS	1
GNAI2	1
GNAT1	1
GNB4	1
GOLIM4	1
GORASP1	1
GP5	1
GPD1L	1
GPR149	1
GPR15	1
GPR156	1
GPR160	1
GPR171	1
GPR62	1
GPR87	1
GRAMD1C	1
GRM2	1
GRM7	1
GSK3B	1
GTF2E1	1
GTPBP8	1
GUCA1C	1
GXYLT2	1
GYG1	1
H1FOO	1
HACL1	1
HEMK1	1
HESX1	1
HGD	1
HLTF	1
HMCES	1
HPS3	1
HRASLS	1
HRH1	1
HTR1F	1
HTR3C	1
HTR3E	1
HYAL1	1
HYAL2	1
IFRD2	1
IFT122	1
IFT57	1
IFT80	1
IGF2BP2	1
IL12A	1
IL17RB	1
IL17RC	1
IL17RD	1
IL1RAP	1
IL20RB	1
IL5RA	1
ILDR1	1
IMPDH2	1
IP6K1	1
IP6K2	1
IQCF2	1
IQCF3	1
IQCF5	1
IQCJ	1
IQCJ,IQCJ-SCHIP1	1
IQSEC1	1
ITGB5	1
ITPR1	1
JAGN1	1
KALRN	1
KAT2B	1
KBTBD8	1
KCNAB1	1
KCNH8	1
KCNMB2	1
KCTD6	1
KIAA1143	1
KIAA1257	1
KIAA1407	1
KIAA1524	1
KLF15	1
KLHDC8B	1
KLHL18	1
KLHL24	1
KLHL6	1
KY	1
LAMB2	1
LARS2	1
LEKR1	1
LEPREL1	1
LIMD1	1
LIPH	1
LMCD1	1
LMLN	1
LMOD3	1
LNP1	1
LOC100132146	1
LOC401052	1
LPP	1
LRCH3	1
LRRC15	1
LRRC2	1
LRRC31	1
LRRC34	1
LRRC58	1
LRRFIP2	1
LRRIQ4	1
LRRN1	1
LRTM1	1
LSMEM2	1
LYZL4	1
LZTFL1	1
MAATS1	1
MAGEF1	1
MAGI1	1
MANF	1
MAP3K13	1
MAPKAPK3	1
MASP1	1
MB21D2	1
MBD4	1
MCCC1	1
MCF2L2	1
MCM2	1
MECOM	1
METTL6	1
MFI2	1
MFN1	1
MGLL	1
MITF	1
MKRN2	1
MKRN2OS	1
MLH1	1
MME	1
MOBP	1
MON1A	1
MRPL3	1
MRPL47	1
MRPS22	1
MRPS25	1
MSL2	1
MST1	1
MTMR14	1
MUC20	1
MUSTN1,TMEM110-MUSTN1	1
MYD88	1
MYL3	1
MYLK	1
MYNN	1
MYRIP	1
NAA50	1
NAT6	1
NCK1	1
NCKIPSD	1
NDUFAF3	1
NDUFB5	1
NEK10	1
NEK11	1
NFKBIZ	1
NGLY1	1
NICN1	1
NISCH	1
NIT2	1
NKIRAS1	1
NKTR	1
NLGN1	1
NMD3	1
NME6	1
NME9	1
NMNAT3	1
NPHP3	1
NPRL2	1
NR1D2	1
NR1I2	1
NR2C2	1
NRROS	1
NSUN3	1
NT5DC2	1
NUDT16	1
NXPE3	1
OGG1	1
OPA1;OPA1-AS1	1
OR5AC2	1
OR5H1	1
OR5H14	1
OR5H15	1
OR5H2	1
OR5K1	1
OR5K2	1
OSBPL11	1
OXSM	1
OXTR	1
P2RY1	1
P2RY12	1
P2RY13	1
P2RY14	1
P4HTM	1
PAQR9	1
PBRM1	1
PCBP4	1
PCCB	1
PCNP	1
PCOLCE2	1
PCYT1A	1
PDE12	1
PDHB	1
PDIA5	1
PDZRN3	1
PEX5L	1
PFKFB4	1
PHC3	1
PHF7	1
PHLDB2	1
PIGX	1
PIK3CB	1
PIK3R4	1
PLA1A	1
PLCD1	1
PLCH1	1
PLCL2	1
PLCXD2	1
PLD1	1
PLOD2	1
PLS1	1
PLSCR1	1
PLSCR2	1
PLSCR5	1
PLXNA1	1
PLXNB1	1
POC1A	1
PODXL2	1
POGLUT1	1
POLR2H	1
POMGNT2	1
POU1F1	1
PPARG	1
PPM1L	1
PPM1M	1
PPP1R2	1
PPP4R2	1
PQLC2L	1
PRICKLE2	1
PRKAR2A	1
PRKCD	1
PRKCI	1
PROK2	1
PROS1	1
PRSS42	1
PRSS45	1
PRSS50	1
PSMD6	1
PTH1R	1
PTPLB	1
PTPRG	1
PTX3	1
PVRL3	1
PXYLP1	1
QARS	1
QRICH1	1
QTRTD1	1
RAB43	1
RAB5A	1
RAB6B	1
RAB7A	1
RABL3	1
RAD54L2	1
RAF1	1
RARB	1
RARRES1	1
RASA2	1
RASSF1	1
RBM15B	1
RBM5	1
RBM6	1
RBMS3	1
RBP1	1
RBSN	1
RFC4	1
RFT1	1
RHO	1
RNF123	1
RNF13	1
ROBO1	1
ROBO2	1
ROPN1B	1
RPL14	1
RPL22L1	1
RPL39L	1
RPN1	1
RPP14	1
RPUSD3	1
RRP9	1
RSRC1	1
RTP3	1
SAMD7	1
SATB1	1
SCAP	1
SCHIP1	1
SCN11A	1
SCN5A	1
SEC13	1
SEC22C	1
SEC62	1
SEMA3B	1
SEMA3G	1
SENP5	1
SENP7	1
SERPINI1	1
SETD5	1
SETMAR	1
SFMBT1	1
SGOL1	1
SH3BP5	1
SHISA5	1
SIDT1	1
SLC22A13	1
SLC22A14	1
SLC25A20	1
SLC25A36	1
SLC25A38	1
SLC2A2	1
SLC33A1	1
SLC35A5	1
SLC38A3	1
SLC4A7	1
SLC6A1	1
SLC6A11	1
SLC6A20	1
SLC6A6	1
SLC7A14	1
SLC9A9	1
SLCO2A1	1
SLITRK3	1
SLMAP	1
SMARCC1	1
SMC4	1
SMCO1	1
SMIM4	1
SNRK	1
SNTN	1
SNX4	1
SOX14	1
SOX2	1
SPATA12	1
SPICE1	1
SPSB4	1
SRGAP3	1
SRPRB	1
SST	1
SSUH2	1
ST3GAL6	1
ST6GAL1	1
STAC	1
STT3B	1
STX19	1
STXBP5L	1
SUCLG2	1
SUCNR1	1
SUMF1	1
SYNPR	1
TADA3	1
TAMM41	1
TBC1D23	1
TBCCD1	1
TCAIM	1
TCTA	1
TCTEX1D2	1
TEX264	1
TF	1
TFDP2	1
TFG	1
TGFBR2	1
THOC7	1
THPO	1
THRB	1
THUMPD3	1
TIGIT	1
TIMMDC1	1
TIPARP	1
TKT	1
TLR9	1
TM4SF1	1
TM4SF18	1
TM4SF19	1
TM4SF4	1
TMCC1	1
TMEM108	1
TMEM110,TMEM110-MUSTN1	1
TMEM115	1
TMEM14E	1
TMEM39A	1
TMEM40	1
TMEM41A	1
TMEM42	1
TMEM43	1
TMEM45A	1
TMF1	1
TMIE	1
TMPPE	1
TMPRSS7	1
TNFSF10	1
TNIK	1
TOMM70A	1
TOP2B	1
TP63	1
TPRA1	1
TPRG1	1
TRAIP	1
TRAK1	1
TRAT1	1
TREX1	1
TRH	1
TRIM59	1
TRIM71	1
TRMT10C	1
TRNT1	1
TRPC1	1
TSEN2	1
TTC14	1
TWF2	1
TXNRD3NB	1
U2SURP	1
UBA3	1
UBA5	1
UBA7	1
UBE2E1	1
UBXN7	1
UCN2	1
ULK4	1
UPK1B	1
UQCRC1	1
UROC1	1
USP13	1
USP4	1
VGLL3	1
VGLL4	1
VHL	1
VIPR1	1
VPRBP	1
VWA5B2	1
WDR48	1
WDR53	1
WDR5B	1
WDR6	1
WNT7A	1
WWTR1	1
XCR1	1
XRN1	1
XXYLT1	1
ZBED2	1
ZBTB11	1
ZBTB20	1
ZBTB38	1
ZBTB47	1
ZCWPW2	1
ZDHHC19	1
ZDHHC3	1
ZIC4	1
ZMAT3	1
ZMYND10	1
ZNF148	1
ZNF197	1
ZNF35	1
ZNF385D	1
ZNF445	1
ZNF619	1
ZNF620	1
ZNF621	1
ZNF639	1
ZNF654	1
ZNF660	1
ZNF662	1
ZNF717	1
ZNF860	1
ZPLD1	1
ZXDC	1
AADAT	1
ABCG2	1
ABLIM2	1
ACOX3	1
ACSL1	1
ADAD1	1
ADAD1;ADAD1	1
ADAM29	1
ADH1B	1
ADH6	1
ADH7	1
ADRA2C	1
AFF1	1
AFM	1
AFP	1
AGA	1
AGPAT9	1
AIMP1	1
ALB	1
AMBN	1
AMTN	1
ANAPC10	1
ANK2	1
ANKRD17	1
ANKRD37	1
ANKRD50	1
ANP32C	1
ANTXR2	1
ANXA3	1
ANXA5	1
AP1AR	1
ARAP2	1
ARFIP1	1
ARHGAP10	1
ARHGAP24	1
ARHGEF38	1
ARL9	1
ARSJ	1
ASB5	1
ASIC5	1
ATOH1	1
ATP5I	1
ATP8A1	1
BBS7	1
BDH2	1
BEND4	1
BLOC1S4	1
BMP2K	1
BMP3	1
BMPR1B	1
BST1	1
C1QTNF7	1
C4orf29	1
C4orf3	1
C4orf32	1
C4orf36	1
C4orf45	1
C4orf46	1
C4orf47	1
C4orf51	1
C4orf6	1
CABS1	1
CAMK2D	1
CASP3	1
CASP6	1
CBR4	1
CCDC158	1
CCDC96	1
CCKAR	1
CCNA2	1
CCNG2	1
CCNI	1
CCRN4L	1
CCSER1	1
CD38	1
CDKL2	1
CDKN2AIP	1
CDS1	1
CENPC	1
CEP44	1
CFAP99	1
CFI	1
CLCN3	1
CLDN22	1
CLGN	1
CLNK	1
CLOCK	1
CLRN2	1
CNGA1	1
CNOT6L	1
COL25A1	1
COMMD8	1
COQ2	1
COX18	1
CPE	1
CPEB2	1
CPZ	1
CRIPAK	1
CRMP1	1
CSN1S1	1
CSN3	1
CTBP1	1
CTSO	1
CXCL10	1
CXCL11	1
CXCL13	1
CXCL2	1
CXCL9	1
CYP2U1	1
CYTL1	1
DAPP1	1
DCAF16	1
DCAF4L1	1
DCK	1
DCLK2	1
DCTD	1
DCUN1D4	1
DDIT4L	1
DDX60	1
DGKQ	1
DHX15	1
DNAJB14	1
DRD5	1
DSPP	1
EDNRA	1
ELF2	1
ELMOD2	1
ELOVL6	1
EMCN	1
ENAM	1
ENOPH1	1
ENPEP	1
ENPP6	1
EPGN	1
EPHA5	1
EREG	1
ERVMER34-1	1
ETNPPL	1
EVC2	1
EXOC1	1
EXOSC9	1
F11	1
FAM13A	1
FAM149A	1
FAM160A1	1
FAM184B	1
FAM193A	1
FAM198B	1
FAM200B	1
FAM218A	1
FAM47E	1
FAM53A	1
FBXL5	1
FBXO8	1
FBXW7	1
FDCSP	1
FGA	1
FGF2	1
FGF5	1
FGFBP1	1
FGFBP2	1
FGFR3	1
FGG	1
FHDC1	1
FIP1L1	1
FNIP2	1
FREM3	1
FRYL	1
FSTL5	1
GAB1	1
GABRA4	1
GABRB1	1
GABRG1	1
GAK	1
GALNT7	1
GALNTL6	1
GAR1	1
GATB	1
GIMD1	1
GK2	1
GLRA3	1
GLRB	1
GNPDA2	1
GNRHR	1
GPR125	1
GPR78	1
GRIA2	1
GRPEL1	1
GRSF1	1
GRXCR1	1
GSTCD	1
GSX2	1
GUCY1A3	1
GUCY1B3	1
GYPA	1
GYPB	1
HADH	1
HAUS3	1
HELT	1
HERC3	1
HERC6	1
HHIP	1
HMGB2	1
HMX1	1
HNRNPDL	1
HOPX	1
HPGD	1
HPGDS	1
HS3ST1	1
HSD17B11	1
HSD17B13	1
HTN1	1
HTN3	1
HTRA3	1
IGFBP7	1
IL15	1
IL21	1
INPP4B	1
INTS12	1
INTU	1
IRF2	1
JADE1	1
JAKMIP1	1
KCNIP4	1
KCTD8	1
KDR	1
KIAA0232	1
KIAA1109	1
KIAA1211	1
KLF3	1
KLHL8	1
LAMTOR3	1
LAP3	1
LARP7	1
LCORL	1
LDB2	1
LEF1	1
LETM1	1
LGI2	1
LIAS	1
LIN54	1
LNX1	1
LPHN3	1
LRAT	1
LRP2BP	1
LRPAP1	1
LRRC66	1
LYAR	1
MAB21L2	1
MAML3	1
MAPK10	1
1-Mar	1
MED28	1
METAP1	1
METTL14	1
MFAP3L	1
MFSD10	1
MFSD7	1
MFSD7,MYL5	1
MFSD8	1
MGARP	1
MGST2	1
MMAA	1
MND1	1
MRFAP1	1
MRFAP1L1	1
MRPL1	1
MSANTD1	1
MSMO1	1
MSX1	1
MTHFD2L	1
MTNR1A	1
MXD4	1
MYL5	1
MYOZ2	1
NAA11	1
NAA15	1
NAF1	1
NAP1L5	1
NAT8L	1
NCAPG	1
NDNF	1
NDST3	1
NDST4	1
NEK1	1
NELFA	1
NEUROG2	1
NFKB1	1
NIPAL1	1
NKX3-2	1
NKX6-1	1
NMU	1
NOA1	1
NPFFR2	1
NPNT	1
NPY1R	1
NPY2R	1
NPY5R	1
NR3C2	1
NSG1	1
NUDT9	1
NUP54	1
NWD2	1
OCIAD1	1
OCIAD2	1
OTOP1	1
OTUD4	1
PACRGL	1
PAICS	1
PALLD	1
PAPSS1	1
PAQR3	1
PARM1	1
PCDH10	1
PCDH18	1
PCDH7	1
PCGF3	1
PDE6B	1
PDGFC	1
PDGFRA	1
PDHA2	1
PDLIM3	1
PDS5A	1
PF4V1	1
PGM2	1
PGRMC2	1
PI4K2B	1
PIGY	1
PITX2	1
PKD2	1
PLA2G12A	1
PLAC8	1
PLRG1	1
POLN	1
POLR2B	1
POU4F2	1
PPARGC1A	1
PPAT	1
PPEF2	1
PPM1K	1
PPP2R2C	1
PPP3CA	1
PRDM5	1
PRIMPOL	1
PRKG2	1
PRMT9	1
PROL1	1
PROM1	1
PRR27	1
PRSS48	1
QDPR	1
RAB33B	1
RAP1GDS1	1
RAPGEF2	1
RASGEF1B	1
RASL11B	1
RBM46	1
RBPJ	1
RELL1	1
RFC1	1
RGS12	1
RHOH	1
RNF150	1
RNF4	1
RRH	1
RUFY3	1
RXFP1	1
S100P	1
SCARB2	1
SCLT1	1
SDAD1	1
SEC24B	1
SEC24D	1
SEC31A	1
SEL1L3	1
SEPSECS	1
SETD7	1
SFRP2	1
SGCB	1
SGMS2	1
SH3BP2	1
SH3D19	1
SH3RF1	1
SHISA3	1
SLAIN2	1
SLBP	1
SLC10A7	1
SLC25A31	1
SLC26A1	1
SLC34A2	1
SLC39A8	1
SLC39A8;SLC39A8	1
SLC7A11	1
SLC9B1	1
SLC9B2	1
SLIT2	1
SMAD1	1
SMARCA5	1
SMIM14	1
SMIM20	1
SMR3A	1
SMR3B	1
SNX25	1
SOD3	1
SORBS2	1
SORCS2	1
SPATA4	1
SPATA5	1
SPCS3	1
SPP1	1
SPRY1	1
SRP72	1
STAP1	1
STATH	1
STBD1	1
STIM2	1
STOX2	1
STX18	1
SULT1B1	1
SULT1E1	1
TACC3	1
TACR3	1
TADA2B	1
TAPT1	1
TBC1D14	1
TBC1D19	1
TBCK	1
TDO2	1
TEC	1
TECRL	1
TENM3	1
THAP6	1
TIFA	1
TIGD2	1
TIGD4	1
TLL1	1
TLR1	1
TLR2	1
TLR6	1
TMA16	1
TMEM128	1
TMEM129	1
TMEM144	1
TMEM150C	1
TMEM154	1
TMEM155	1
TMEM156	1
TMEM175	1
TMEM184C	1
TMEM192	1
TMEM33	1
TMPRSS11B	1
TMPRSS11D	1
TNIP2	1
TNIP3	1
TRAM1L1	1
TRAPPC11	1
TRIM2	1
TRIM60	1
TRIML2	1
TRMT10A	1
TRMT44	1
TRPC3	1
UBA6	1
UCHL1	1
UCP1	1
UFSP2	1
UGDH	1
UGT2A1	1
UGT2A1,UGT2A2	1
UGT2A2	1
UGT2A3	1
UGT2B10	1
UGT2B17	1
UGT2B4	1
UGT2B7	1
UGT8	1
USP38	1
USP53	1
UTP3	1
VEGFC	1
WDFY3	1
WDR19	1
WHSC1	1
WWC2	1
YIPF7	1
YTHDC1	1
ZAR1	1
ZCCHC4	1
ZFP42	1
ZNF141	1
ZNF330	1
ZNF718	1
ZNF721	1
ZNF732	1
ZNF827	1
ABLIM3	1
ACOT12	1
ACSL6	1
ACTBL2	1
ADAMTS6	1
ADRA1B	1
AFAP1L1	1
AFF4	1
AGXT2	1
AHRR	1
ALDH7A1	1
ANKH	1
ANKHD1,ANKHD1-EIF4EBP3	1
ANKRA2	1
ANKRD32	1
ANKRD33B	1
ANXA2R	1
ANXA6	1
AP3B1	1
APBB3	1
ARAP3	1
ARHGAP26	1
ARL10	1
ARL14EPL	1
ARL15	1
ARRDC3	1
ARSI	1
ARSK	1
ATG10	1
ATG12	1
ATOX1	1
ATP6AP1L	1
B4GALT7	1
BASP1	1
BHMT	1
BHMT2	1
BNIP1	1
BRD8	1
BRD9	1
BRIX1	1
BTF3	1
BTNL3	1
BTNL9	1
C1QTNF2	1
C1QTNF3	1
C5orf15	1
C5orf28	1
C5orf30	1
C5orf34	1
C5orf38	1
C5orf42	1
C5orf46	1
C5orf47	1
C5orf51	1
C5orf52	1
C5orf55	1
C5orf60	1
C6	1
C9	1
CAMK2A	1
CAMK4	1
CAMLG	1
CANX	1
CARTPT	1
CATSPER3	1
CBY3	1
CCDC112	1
CCDC127	1
CCDC152	1
CCL28	1
CCNB1	1
CCNG1	1
CCNH	1
CCNI2	1
CCNJL	1
CCNO	1
CCT5	1
CD14	1
CD180	1
CD74	1
CDC23	1
CDC25C	1
CDH10	1
CDH18	1
CDH6	1
CDK7	1
CDKL3	1
CDKN2AIPNL	1
CDO1	1
CDX1	1
CENPH	1
CENPK	1
CEP120	1
CETN3	1
CHD1	1
CHSY3	1
CKMT2	1
CLINT1	1
CLK4	1
CLPTM1L	1
CLTB	1
CMBL	1
CNOT6	1
COL4A3BP	1
COMMD10	1
CPEB4	1
CREBRF	1
CRHBP	1
CSF1R	1
CSF2	1
CSNK1G3	1
CTNNA1	1
CTNND2	1
CTXN3	1
CWC27	1
CXCL14	1
CXXC5	1
CYFIP2	1
DAB2	1
DAP	1
DCP2	1
DCTN4	1
DDX41	1
DEPDC1B	1
DHX29	1
DIAPH1	1
DIMT1	1
DNAJC18	1
DNAJC21	1
DOCK2	1
DOK3	1
DPYSL3	1
DRD1	1
DTWD2	1
DUSP1	1
EBF1	1
EDIL3	1
EFCAB9	1
EFNA5	1
EGR1	1
EIF4E1B	1
ELL2	1
ELOVL7	1
EMB	1
ENC1	1
ERCC8	1
ERGIC1	1
ESM1	1
EXOC3	1
F12	1
F2R	1
F2RL1	1
F2RL2	1
FAM105A	1
FAM134B	1
FAM13B	1
FAM151B	1
FAM159B	1
FAM169A	1
FAM172A	1
FAM173B	1
FAM174A	1
FAM193B	1
FAM196B	1
FAM53C	1
FAM81B	1
FASTKD3	1
FAXDC2	1
FBN2	1
FBXL17	1
FBXL7	1
FBXO4	1
FCHO2	1
FCHSD1	1
FEM1C	1
FER	1
FGF1	1
FGF10	1
FGF18	1
FLT4	1
FNIP1	1
FOXI1	1
FST	1
FTMT	1
G3BP1	1
GABRA6	1
GABRB2	1
GALNT10	1
GAPT	1
GDF9	1
GDNF	1
GEMIN5	1
GFM2	1
