GENE	P
BPI	0.682898741
BFSP1	0.683023035
C3	0.683402796
ZNF831	0.683402796
MUC7	0.683902577
EBLN2	0.684409499
SLC26A10	0.684466335
LPA	0.684496379
MERTK	0.685414321
GLYATL3	0.685414321
URGCP	0.685414321
OR2D2	0.685414321
SUN1	0.685568935
SEMA4D	0.685780401
CFH	0.686527392
CCDC108	0.686527392
MOG	0.686527392
R3HCC1	0.686669033
C5orf49	0.687397746
PRKCQ	0.687397746
TELO2	0.687397746
CCDC7	0.687418314
CSRNP1	0.688265818
CAPS2	0.688265818
LLGL1	0.688265818
TRAPPC12	0.68833681
SHANK3	0.688417479
RNLS	0.688861716
CTBP2	0.689414753
MAPKBP1	0.689414753
ASB17	0.689609202
IGSF11	0.689995136
DMP1	0.689995136
DDX4	0.689995136
MUC5B	0.690856393
PTPN21	0.690877724
MYO3B	0.690907112
SLC2A9	0.690914201
DNAJC10	0.691044374
FAM151A	0.691403617
OR52E4	0.691460548
ITGA9	0.692131939
LAMP3	0.692572133
MCM3	0.692572133
PLA2G3	0.693403167
SIRT3	0.693426627
TRIM42	0.693758579
TDRD7	0.693879016
PTCHD2	0.694032114
TRIM66	0.694032114
CHD1L	0.694278878
TNS1	0.694372669
EXOSC7	0.694372669
CILP	0.694660095
EXOC3L4	0.69597667
CD109	0.696188601
SPATA7	0.697162381
C4orf26	0.697665555
BPIFB2	0.697665555
C8orf31	0.698407746
KRT27	0.698578487
SPAG1	0.699139857
TMPRSS12	0.699139857
VCAN	0.699282943
CFAP46	0.699282943
TRANK1	0.699345576
SAG	0.699674524
CCDC77	0.700182277
CTNS	0.700182277
TYSND1	0.700208562
MTRR	0.700658791
SHQ1	0.701016778
HYLS1	0.701016778
KCNG4	0.70150433
APOC4	0.701731954
KIAA1324	0.701849085
VPS13B	0.702679204
NUGGC	0.703176668
UTP6	0.703399556
ADAMTSL1	0.703507139
CCDC116	0.703507139
FAT2	0.703790062
RBBP8NL	0.704332897
NUDCD1	0.704381605
CLEC12A	0.704576923
CLDN7	0.704576923
DNAH11	0.706917226
KLK10	0.707017762
KCNE1	0.707017762
ASPM	0.707093691
ST7L	0.707614257
EGFR	0.707614257
ETV1	0.707625582
FSHR	0.70814348
ANKRD55	0.708429207
FAM170A	0.709190742
SVOPL	0.709242011
TGFBRAP1	0.710650369
PRPS1L1	0.71127769
PLCL1	0.711348387
NODAL	0.711797847
ALK	0.711853614
HAAO	0.711853614
SLC1A5	0.712471876
DACT1	0.713053054
GPER1	0.713274031
SIRPB1	0.713274031
MMAB	0.713354529
PXK	0.713651348
GPN1	0.714872006
ZNF624	0.714872006
GALC	0.71514543
USP36	0.715286464
SPEF2	0.715617871
WNK2	0.715617871
PEPD	0.715667835
ZFAT	0.717253204
BCL2A1	0.717253204
CAPSL	0.717477871
UBE3B	0.717477871
GPR111	0.717812847
ZNF382	0.717812847
BICC1	0.718042755
TMPRSS9	0.718830223
FBXO42	0.718993325
CSPG4	0.719013693
C9orf84	0.719177762
IL7R	0.719379838
ADRB1	0.719615613
OR2AK2	0.720170025
SYTL3	0.720170025
S100A7L2	0.721180182
KLKB1	0.721715187
ZNF695	0.721927999
TEX38	0.721959372
ERV3-1	0.722575145
FLNB	0.722736504
TMEM184A	0.723511584
INCENP	0.723574653
OSBPL10	0.723587012
SPINK5	0.724038294
CYP20A1	0.724091996
SLC27A6	0.724258782
PDCD6IP	0.724284618
OR8K1	0.724501444
OR8A1	0.72505561
MMP27	0.725418534
ANKS3	0.726105611
DKK3	0.72659149
KRTAP10-10	0.727356388
VWA3B	0.727729748
ADCY3	0.72810911
FABP2	0.728880125
KBTBD12	0.730102492
CNOT4	0.730395817
WDR60	0.730591047
CASC5	0.730598146
COA7	0.7311611
SERPINA9	0.7311611
PTGFRN	0.73258
ABCB5	0.732754092
CCDC168	0.732754092
RAB19	0.733403224
ZNF239	0.733566579
TMPRSS5	0.734561862
ACADS	0.734895019
OBSL1	0.735041711
MRVI1	0.735041711
FAM198A	0.735301884
AQP8	0.736810466
FBXO38	0.737117938
ASNS	0.737117938
C15orf39	0.737370302
WBSCR27	0.73785499
SFRP4	0.737929213
OR13C5	0.737974925
OR13C8	0.737974925
FHL5	0.738167117
EIF4G1	0.739323244
CRTAM	0.739323244
GTF3A	0.739323244
TET1	0.73943301
C4orf17	0.740155622
MREG	0.740709919
WBSCR28	0.740783729
MAST2	0.74084693
CRB2	0.741263295
SELP	0.741291833
MUC22	0.741399458
PCSK1	0.74151107
HRCT1	0.74151107
UBXN6	0.742236483
SERPINA6	0.742813135
SDK1	0.742959974
PLEKHG4B	0.743293488
XRCC1	0.743467607
PNPLA5	0.743467607
GCNT4	0.743681546
C9orf114	0.743681546
BRCA2	0.743681546
RTL1	0.743681546
ZDHHC4	0.744401204
SEZ6	0.744401204
NIN	0.744564256
SPTLC3	0.745118955
KRTAP10-5	0.745118955
NWD1	0.745436145
DSG1	0.745713603
MROH2A	0.746162381
KCNS3	0.746202364
TTLL5	0.746202364
PAPOLB	0.746746571
CD248	0.747113642
MLH3	0.747113642
WDR27	0.747260801
AIM1	0.747289866
TP53	0.747970964
PTCHD3	0.748342856
KIF20B	0.748373719
NLRP4	0.748535815
GSDMA	0.748787845
NAT2	0.749215302
CA3	0.749992669
BUB1B	0.750090163
FAM20A	0.750423243
KRT36	0.75089353
R3HCC1L	0.751067425
ACHE	0.751363188
GAL3ST4	0.751363188
WDR62	0.751603441
NAV2	0.752138552
MUC16	0.752512788
DDX60L	0.752673972
CDHR3	0.754278175
KIR2DL4	0.754800534
ODAM	0.7549697
FERMT1	0.755330221
VN1R1	0.755659387
WDR17	0.755859008
OR51B4	0.756123322
CALD1	0.757411656
KRT75	0.757411656
KIAA1217	0.757439968
ITIH4	0.757717463
TOPAZ1	0.75783044
KRT35	0.758332793
RETNLB	0.758399842
USP29	0.758489449
PLA2G4D	0.759012845
ZKSCAN3	0.759080406
TLN1	0.760436105
TOR1AIP1	0.76057766
ZBTB22	0.76062469
GLI2	0.76111125
FAM208B	0.76111125
CYP4F2	0.76111125
SEL1L2	0.761784598
TRMT12	0.761992332
GRK4	0.76290404
COL9A1	0.76290404
KDM4A	0.763125919
SPATA16	0.763125919
PTPN23	0.763167825
PTX4	0.763167825
CELSR1	0.764460105
WBP2NL	0.764639451
SPAG16	0.764710772
RYR3	0.765124533
CRYBB3	0.765223942
OPRM1	0.765787191
HELB	0.765830554
COL4A3	0.766010654
RTP1	0.766061581
TACC2	0.766061581
COL10A1	0.766246678
FYB	0.766448084
ARAP1	0.766448084
MED16	0.766448084
RFWD3	0.767077312
GON4L	0.767107214
RAP1GAP	0.767406791
BIRC6	0.76777415
OR5AK2	0.76777415
DUSP6	0.767853951
SSR1	0.768420208
ADAMTS3	0.768788052
IQUB	0.769074081
LILRB1	0.769074081
KRT83	0.769145293
STAB2	0.769726209
MROH2B	0.769779464
HSD3B7	0.76979843
MYO15A	0.769969004
KDM3A	0.770376598
CHPT1	0.770376598
FAT3	0.770523869
SPRR3	0.770966684
ZACN	0.771808645
SYNE2	0.771850455
ATP13A2	0.772291412
LEPR	0.77273175
NEUROD1	0.773307107
PDCD11	0.77479771
MKL1	0.77479771
NID1	0.774924161
MB21D1	0.775292835
OR52H1	0.775292835
LMTK2	0.7757968
TMEM120B	0.7757968
SEMA4G	0.776232195
IGSF10	0.776785767
CENPE	0.776785767
CORIN	0.776785767
UBQLNL	0.777417307
DSEL	0.777967606
OR56A4	0.778047159
SERPINB10	0.778047159
APOBEC3H	0.778831616
PLEKHA1	0.779222586
TTC5	0.779301816
TXK	0.779709911
DCHS2	0.779955658
EFNA1	0.780123018
CPVL	0.780496337
ATP11A	0.780549773
ALDH1A2	0.780552256
TBC1D5	0.780681976
ANKRD24	0.780681976
SVIL	0.78117125
GAB4	0.781650599
TRIM31	0.781791064
LRRC23	0.781791064
OR2C1	0.781791064
GABRR2	0.782409219
SLC16A9	0.782409219
EBI3	0.782409219
USH1C	0.78268924
CYP4V2	0.782880627
LTF	0.783114798
DNAH9	0.783114798
PHACTR4	0.784253778
GFAP	0.784253778
LIMCH1	0.784387796
LOC100505478	0.784765456
XRRA1	0.784865342
RRBP1	0.784865342
CDH11	0.785013766
EVI5	0.785475269
AGAP1	0.785655291
PXMP4	0.787336735
IL6R	0.787390424
TMEM132A	0.788173799
CARD14	0.788502914
GDPGP1	0.788806231
C5orf45	0.789424828
PKHD1	0.789547699
NHLRC2	0.78969925
PLEK	0.789745871
SPACA7	0.789745871
CSTL1	0.790255808
PLG	0.790296224
OR52N4	0.790296224
NLE1	0.790296224
ITIH1	0.790682135
SURF2	0.790682135
SCD	0.790682135
MS4A12	0.791497722
FAM20C	0.79191048
SPAG17	0.792322633
COL5A3	0.792322633
BOD1L1	0.792668154
IP6K3	0.792734179
USP47	0.793257165
ZNF584	0.793257165
CREB3L2	0.793470739
ART4	0.793470739
PIH1D1	0.793470739
MRO	0.794374313
ERICH6B	0.794519461
TOR3A	0.795597442
SACS	0.795597442
LINS	0.79559807
KIF9	0.795771552
RNF168	0.795771552
TBC1D9B	0.796004782
FRA10AC1	0.796410891
CNTROB	0.796410891
ZSCAN12	0.796758177
ZNF608	0.796816398
DHX36	0.797142043
TNFRSF10D	0.797142043
C8orf44	0.797336207
MS4A4A	0.797336207
OR52B6	0.797925293
OR14J1	0.798029306
GOLGA3	0.798051553
JAG2	0.798432407
MEFV	0.798432407
TNP2	0.798432407
TMEM79	0.798487613
GAS2L2	0.798487613
ZP2	0.799060996
SLC15A5	0.799638104
PCLO	0.799800215
DGKZ	0.800203143
NOD2	0.800203143
BPIFB1	0.800203143
ARSA	0.800438903
EFCAB13	0.800760242
BPIFB4	0.801237306
BANK1	0.801656549
ADAMTS12	0.801656549
MX1	0.801656549
SULT1C3	0.802469069
GSAP	0.802469069
BRMS1	0.802469069
OR13F1	0.802549574
SLC1A7	0.803031746
ZBTB40	0.803592909
SLC30A8	0.803592909
SLFN12	0.803882972
LRBA	0.805267353
SEC16A	0.805267353
OR2AE1	0.805977567
ENTPD7	0.806376149
CASQ2	0.806928308
C16orf71	0.806965717
C9orf156	0.807149244
KIAA1549	0.807402863
DOCK6	0.80747898
ZNF280D	0.807839201
PGBD1	0.808028168
MTTP	0.808274731
SYNE1	0.808491462
SUPT20H	0.809143373
SLC12A8	0.809476601
TEX35	0.809576485
TNFRSF10B	0.809576485
ARGFX	0.809666869
SMLR1	0.809666869
C2orf83	0.810008794
PAPLN	0.810433406
DNAAF1	0.810632302
ABCB11	0.810871004
SERPINB11	0.810871004
ADHFE1	0.811016356
PLXNA4	0.811730009
SCO2	0.811730009
QRFPR	0.811831261
SPINK8	0.812368715
SMPDL3B	0.81290472
CEP128	0.813012524
ICAM5	0.813012524
SYNPO2	0.813972393
NLRP13	0.814287872
CST9	0.814287872
PZP	0.814486567
KCNE4	0.81503431
PDE3A	0.8160905
VSIG10	0.8160905
GLP2R	0.8160905
ERI2	0.816397591
MRGPRX4	0.817140992
OR7A17	0.817140992
ZNF446	0.817140992
SPESP1	0.817653949
ZZEF1	0.818071162
ERAP1	0.818201932
FAM71C	0.818706111
SZT2	0.820145468
TMEM67	0.820145468
PAK7	0.820258572
TMEM140	0.820427327
PP2D1	0.82138068
COG5	0.821532205
UNC5C	0.821798471
SLC39A14	0.821899342
DSCC1	0.822308996
CEP192	0.822531557
IL34	0.82299729
SKA1	0.82383014
NCAPH	0.823832295
EVC	0.824090056
ATP13A4	0.824235677
EMR3	0.824235677
ITPRIPL1	0.824337315
EYA4	0.824337315
TAS2R19	0.824815693
ZNF589	0.824840967
BZRAP1	0.824840967
TTC3	0.825539035
CENPU	0.825844182
KRT1	0.825844182
ZNF598	0.826260086
LHX4	0.826619753
IQGAP2	0.826619753
MAP1S	0.82684197
OR1I1	0.82684197
KLRB1	0.827052909
ERO1LB	0.827850942
C9orf117	0.828645927
TTBK2	0.829803037
MOCOS	0.829803037
ZNF292	0.82983109
INS-IGF2	0.82983109
PIK3C2G	0.82983109
GMPR	0.830226783
AMZ1	0.830291875
LOC554223	0.830779386
FAM65C	0.830779386
CC2D1A	0.831265575
CCDC27	0.831404481
NCAPD2	0.831404481
CER1	0.832233997
APEX1	0.832296998
ALS2CR11	0.832575399
PDHX	0.833197168
STK4	0.833676792
PGPEP1L	0.83404142
FREM2	0.834126121
MALRD1	0.834141453
PABPC4L	0.834155115
MMP3	0.834388616
FAM114A1	0.835582298
DZANK1	0.835582298
KRTAP7-1	0.836460016
SEC14L2	0.836997876
PLIN3	0.837467172
PRTN3	0.837571669
SPERT	0.838401938
PLXNB2	0.838624075
NLRP5	0.838867415
ZNF333	0.839331626
SLC25A26	0.839529425
MST1R	0.840205404
C10orf62	0.84025626
IFT43	0.84071669
ELN	0.840957457
C1orf85	0.841175867
ZNF835	0.841175867
BPIFC	0.84155072
C9orf50	0.842072896
CHIT1	0.842090472
C15orf32	0.842090472
SETD2	0.842443256
SERPINB8	0.842443256
IKBIP	0.842545908
C17orf53	0.842545908
SCYL3	0.843549988
SASS6	0.843917453
CCDC57	0.843917453
KANSL2	0.844650221
ADH4	0.845252574
NOXA1	0.845252574
POU2F3	0.845380113
ZNF454	0.845699391
ACAT1	0.846589371
TMEM176B	0.846702033
UCP2	0.846831296
EME1	0.847032541
OTOF	0.847192306
DMGDH	0.848145508
NEK4	0.848629233
HMMR	0.848793158
SKIV2L	0.848793158
GPR113	0.849666273
TMBIM4	0.849699486
STPG1	0.85040946
CLEC4M	0.851828275
FNDC7	0.851998073
HHIPL2	0.852257137
CASP5	0.852576577
ROS1	0.853111346
CLYBL	0.853536699
GPRIN3	0.853580481
SLC14A2	0.85389536
L3MBTL3	0.853960889
WDSUB1	0.855300919
ZNF708	0.855461773
KLRF2	0.85606449
LRRK1	0.85606449
ATXN7	0.85731288
HTR3B	0.85731288
TTC12	0.857323973
CARD8	0.858139451
IL1F10	0.858373868
RELL2	0.858373868
ETFB	0.858373868
OR51L1	0.858551039
SPON2	0.859370833
MOV10L1	0.859370833
NME8	0.860057183
TAS2R13	0.860057183
FKTN	0.860592115
C7orf57	0.861059051
PFAS	0.86159548
FBLN2	0.861803376
PYY	0.861803376
EXO1	0.862188746
OR2A5	0.863004692
WFDC9	0.863004692
RYR2	0.863402934
PITPNM3	0.863402934
AAGAB	0.86419614
IGDCC3	0.86435501
SCAPER	0.86459111
C9orf66	0.864880095
LAMA2	0.864984995
RAP1GAP2	0.865377798
ARL11	0.865765071
COL27A1	0.865841662
CATSPER4	0.866160168
ZNF19	0.86654974
MFSD1	0.866622655
COL23A1	0.866937866
NCOA4	0.86726463
RAG1	0.867325675
AK7	0.867325675
WRN	0.8678121
COL15A1	0.867903988
OR4X1	0.868540735
OR10T2	0.869246912
CCT6B	0.869490738
THAP9	0.869490978
ORC4	0.870008025
ARHGEF39	0.870008025
PARP10	0.870121233
SLCO5A1	0.870121233
LDHAL6B	0.87038701
NUP153	0.870435392
C17orf99	0.870435392
TRPV3	0.870748906
ME3	0.870764952
GPATCH1	0.870764952
CRACR2A	0.871141852
ABCA4	0.871517715
MUS81	0.871517715
OR6C70	0.871517715
PBXIP1	0.871685588
NSUN7	0.871892541
MEIG1	0.871892541
IL10RA	0.871892541
SPTB	0.871892541
ZGRF1	0.871996532
DOCK5	0.872266335
PI16	0.872925529
KIF24	0.872925529
OR52E2	0.872925529
PLEKHA6	0.872939047
NSFL1C	0.87323392
RNF175	0.873381546
KIF4B	0.873751235
PLEC	0.874155278
RAI14	0.874642324
HLA-DQB1	0.874713574
SCIN	0.87476635
SYNJ1	0.874799918
FGGY	0.87594805
NDUFA6	0.876672263
ICAM1	0.877185467
KIAA0922	0.877392482
LMOD1	0.8777511
RHOBTB3	0.878082321
MLIP	0.878082321
SSPO	0.878465366
PLCB4	0.878821019
SLC27A2	0.879175689
NSL1	0.879529379
FBF1	0.879529379
GPRC6A	0.87956468
OR8U1,OR8U8	0.879859301
VWA5B1	0.880233827
ACOX1	0.88058459
CR1L	0.880652264
DST	0.880739478
EIF2B5	0.880934383
PNPLA1	0.881529179
RNF43	0.881904485
ZNF354C	0.881977965
ISM2	0.881977965
FRK	0.882194214
HAVCR1	0.882323901
TRIOBP	0.88251513
SPEN	0.882771852
KDM7A	0.883012904
IFNAR2	0.883012904
SMARCAD1	0.883292324
SVEP1	0.883292324
LAMC3	0.883965934
DRC7	0.884039267
TMEM185B	0.884379494
DSC3	0.884379494
BLMH	0.885057122
ZNF415	0.88513562
PPAP2C	0.885341373
OR6M1	0.885394528
FAM187B	0.885395051
OVCH2	0.886170502
CCDC170	0.887453486
GNL3	0.8875848
SALL4	0.888060298
SPCS1	0.888139747
DDX43	0.888139747
TNFRSF10A	0.888217639
CEP104	0.888967767
YEATS2	0.888967767
IGHMBP2	0.888977583
SCLY	0.889516857
MYO7A	0.88971299
TEX14	0.889790528
PRODH	0.889790528
BDP1	0.88998432
IMPG2	0.890021077
SH2D3C	0.890336126
CLEC2D	0.890344703
HR	0.891630235
PCNXL3	0.891630235
BRCA1	0.891630235
NINL	0.891689995
TLR10	0.892267651
PPIC	0.892267651
ADAMTS4	0.893029493
CCDC9	0.893029493
NGF	0.893295678
PKD1L2	0.893838795
SLC17A4	0.894090821
C10orf54	0.894090821
CEP63	0.89415872
SMG6	0.894609692
KIAA2018	0.895401968
CDHR5	0.896018408
CD1E	0.896325339
NBAS	0.896325339
GDPD4	0.896325339
HAP1	0.896578576
OR51D1	0.896936637
OR1N1	0.897220666
WISP1	0.897241008
SPTBN5	0.897700056
HLX	0.897847205
CD200R1	0.89799057
PLEKHH1	0.898034914
CD19	0.898149035
BIRC8	0.898246098
FER1L5	0.898501075
C16orf89	0.898750171
ACADL	0.899347955
KLB	0.899347955
CCDC125	0.899515484
PLCE1	0.899645595
KIAA1614	0.899767717
SLC13A2	0.899942404
SFI1	0.900345494
ZNF23	0.900533536
NES	0.900827864
TSHZ1	0.900827864
CCDC79	0.90170592
SETBP1	0.901725603
SLFN14	0.902260159
N4BP2	0.902287206
C11orf21	0.902576631
OTOP2	0.902576631
FUCA1	0.903153052
CDCA2	0.903153052
CDSN	0.90324205
KRT78	0.903729793
TAF2	0.904011647
B4GALNT2	0.904215409
AJAP1	0.904296244
DAPK1	0.904296244
MYH6	0.904296244
TRPV1	0.90466214
MCHR1	0.90486305
NPAT	0.904939864
TIMELESS	0.905420197
LRCOL1	0.905898829
COL11A2	0.905987163
MTCH2	0.905987163
SLCO1B7	0.905987163
CCDC179	0.906266225
LIPT2	0.906266225
DCDC2	0.906822004
C2orf73	0.907084869
TANC1	0.907098724
PRUNE2	0.907555806
CR1	0.908197865
DNTTIP2	0.908197865
GSTP1	0.908197865
HMGXB4	0.908197865
C15orf56	0.908742818
DENND2A	0.909014148
ANPEP	0.9090303
ESYT3	0.909187847
CHRNA5	0.909284715
AHSG	0.909554523
IBA57	0.909823572
TNFRSF11A	0.909893976
SMYD4	0.910043155
DNAJC30	0.910109184
AOAH	0.910626193
GDF15	0.911157519
CCHCR1	0.911273663
AMOTL2	0.911422063
C6orf118	0.911422063
GALNT4,POC1B-GALNT4	0.91147599
DUSP27	0.911702029
RIN3	0.912824725
IL17RE	0.913047771
SLC22A20	0.913230207
PLSCR4	0.913253142
OR8S1	0.913492376
AKAP7	0.913511788
ABCA1	0.913511788
FNBP1	0.913713936
SLCO1C1	0.913935004
PARP9	0.915468742
ZSCAN31	0.91555489
CLEC10A	0.91555489
GFM1	0.915685896
ROR1	0.915807048
CBR3	0.915807048
HS3ST6	0.915821939
LXN	0.915902564
CCDC155	0.916334448
CNGB3	0.916808589
HELZ2	0.917097142
COCH	0.917305129
LRRK2	0.91783088
HSD17B4	0.91808605
STON1,STON1-GTF2A1L	0.918119826
ANKRD31	0.918534263
TUBGCP6	0.918674678
C11orf97	0.918778011
DCANP1	0.919094931
ATAD5	0.91926344
OR6Q1	0.919303951
GJB7	0.919429562
DNAH14	0.919810017
SLC17A1	0.919928188
SLC37A3	0.919928188
DLL3	0.919928188
SLC9A4	0.91998645
DNAH17	0.919996074
KANK4	0.920465054
SPATA32	0.920753954
CNTRL	0.920802985
USH2A	0.921076983
PERP	0.921368395
DMRT2	0.921649764
SEC16B	0.921775709
CACNA1E	0.921978675
CCDC110	0.921978675
MPRIP	0.921978675
SERPINF1	0.922585512
NACAD	0.922817794
CASC1	0.923049418
FHAD1	0.923106302
USP44	0.923386609
RP1L1	0.924273506
MON2	0.924425433
PKD1L1	0.924797683
SP100	0.926667283
ATG16L1	0.926713839
C11orf24	0.926911413
ZNF665	0.92710805
PCDH12	0.927668062
FAM129C	0.927668062
PIGR	0.927857596
C19orf45	0.928199045
TSHR	0.92863111
ACAN	0.928682713
CD200	0.928985692
GDF5	0.929060719
LRRC16B	0.929172198
VARS2	0.92937112
CDT1	0.929487884
MATN4	0.92991262
TAPBPL	0.930098303
IGFN1	0.930871069
KLHL33	0.931377009
PEAK1	0.931587519
TSPYL4	0.931794203
PMF1,PMF1-BGLAP	0.932410723
FAM135A	0.932635147
ZNF229	0.933224566
JDP2	0.933344953
ABCA10	0.93345196
DYNC2LI1	0.933628008
HHLA1	0.934029147
PDZD3	0.934397347
PTPRZ1	0.934571319
VTN	0.934571319
APCDD1L	0.934824567
PASK	0.935610923
RSPO2	0.935610923
IL24	0.935948558
TDRD10	0.936000732
ABAT	0.9361948
ALPK1	0.936388312
GORAB	0.936796327
ZDHHC23	0.936964691
LAMA5	0.936964691
GOLGA4	0.936965527
VPS8	0.936965527
GINS1	0.93713266
MUT	0.937480654
ITIH3	0.937634206
KLHL40	0.938854059
OR2B11	0.93903698
OPA1	0.939443197
GALNT16	0.940326276
HS1BP3	0.940410298
GSTZ1	0.940507931
MMRN2	0.940570151
FBXO7	0.940869676
TNR	0.941521349
P2RX3	0.941942486
PGLYRP2	0.942119491
SDCBP2	0.942303728
NAALADL2	0.942335175
TMEM171	0.942471972
KLF17	0.942768707
CWH43	0.942768707
ZSWIM3	0.942996895
NLRP8	0.943095787
GBP4	0.943230375
CEP57	0.943344327
ARHGAP25	0.943517292
RAET1E	0.943536323
SENP6	0.9440332
STXBP2	0.9440332
WDR78	0.944213985
ZNF264	0.944374663
TMCO4	0.944445447
MDM1	0.944595704
KIAA1551	0.944745601
LRP8	0.944922634
HERPUD2	0.945219732
MLF1	0.945387284
CENPQ	0.945484032
UTS2B	0.945554352
PTF1A	0.94578488
CAPRIN2	0.946370959
TTI2	0.946382477
CCDC65	0.946382477
ISX	0.946395314
HLA-C	0.946529291
NRDE2	0.946710385
HINT3	0.946806833
TEP1	0.946866286
KRT23	0.946873627
SALL2	0.947521886
MAK16	0.94816267
SLC14A1	0.949218065
CCDC50	0.949356837
CIB4	0.949633374
IL4R	0.949908571
ANO10	0.950040973
BPIFB3	0.950194562
SLC22A18	0.950318868
KCNK16	0.950454969
SBSPON	0.950500403
ADCK4	0.950726181
RASEF	0.950996075
SYNE3	0.95113053
RFX1	0.95113053
UQCC1	0.951854868
FLRT3	0.951930407
MTMR4	0.952003185
FAM69C	0.952151069
KDM4C	0.952225894
SEH1L	0.952445549
RGL3	0.952457181
OR1B1	0.952738316
CACNA1H	0.953237734
SLC22A4	0.95403483
SLC18A1	0.954513383
TMEM150B	0.954889998
MYH13	0.955019928
CFAP69	0.955159018
MGA	0.955159018
TAS2R42	0.956392676
SPATA21	0.956527753
GTPBP10	0.956527753
SKAP1	0.956527753
AKR1C3	0.957197231
TAS2R5	0.957449563
TBC1D32	0.957594231
SLC51A	0.957686454
CLSTN2	0.95772579
ZNF132	0.957922169
DIS3	0.958273548
KRTAP12-2	0.958506347
KCNMB3	0.958635965
PPP1R36	0.958968474
USPL1	0.959401354
OR13G1	0.959666582
TAS2R4	0.960327454
HLA-DRA	0.960401082
C12orf54	0.96043887
NIPAL4	0.960660863
TTF2	0.961377529
GPR158	0.962183942
CCDC78	0.962183942
MEP1B	0.962213222
ZNF880	0.963147383
ANKLE1	0.96334347
NLRX1	0.963550846
SMPD2	0.964284427
PPIG	0.964572077
PRDM10	0.964840444
RGL4	0.964873416
ADAMTS2	0.964950663
ERICH3	0.964973352
NRG1	0.96538828
POC5	0.965928047
RSAD1	0.965928047
TMPRSS6	0.966180031
IL1RL1	0.96687965
BPIFB6	0.967577238
GRM6	0.968008643
OR56A3	0.968609037
PMFBP1	0.968905228
FYCO1	0.969066637
SUSD5	0.96910122
MYH4	0.969393022
STON2	0.969586108
ARHGEF11	0.970136746
C6orf222	0.970440849
FAM160B2	0.971089909
SFTPD	0.971121321
HTT	0.971545257
SPECC1	0.971725492
MLN	0.971815205
CNR2	0.972082733
ACCS	0.972347862
DOCK8	0.972390059
OR51B2	0.972610612
CST5	0.97269767
DENND1C	0.973129053
UGGT2	0.973214554
MFSD6	0.973299797
TAS2R20	0.973299797
FOCAD	0.973833349
PRRC2A	0.975741146
CARD9	0.975818775
KRT24	0.97620341
FMO3	0.976732201
HMHA1	0.976955412
CLDN5	0.977029365
BNIP2	0.97739578
GPR1	0.978112114
ELSPBP1	0.979079036
ADCK5	0.979213828
C5	0.979810308
P2RY11,PPAN-P2RY11	0.979810308
OR6K3	0.980326907
RARS	0.981201043
TMEM8A	0.981322883
NOM1	0.981383523
SLC19A1	0.981504246
PLA2G2C	0.982213198
PTPN12	0.982952233
ATP7B	0.983278942
MS4A15	0.983396799
DDX27	0.983822025
GLO1	0.983874971
SNAPC4	0.984085123
AK9	0.984599245
OAS3	0.984900146
ZFR2	0.985048506
LAMA1	0.98507959
MMP17	0.985217719
ALPK2	0.985578164
CRISP3	0.985625169
ZNF470	0.985722833
KIAA1683	0.986636495
COMT	0.986636495
IZUMO1	0.986680696
CHIA	0.986768684
TDGF1	0.98698626
INADL	0.986992642
NCF2	0.987072341
OR56B4	0.987115179
TLDC1	0.987411315
ZNF805	0.987863718
LRP4	0.988339719
TNN	0.988532801
THAP4	0.988909943
ATP6V1B1	0.989166939
OR4C16	0.989276745
A2ML1	0.989453759
LLGL2	0.989664151
UNC79	0.990139754
SPHK1	0.990304546
SAMD15	0.990466734
ETAA1	0.990538873
PRSS37	0.991239958
ANKK1	0.991445606
XKR5	0.99187103
DPPA4	0.992223491
MUC4	0.992637487
TONSL	0.99286112
PUS3	0.992934227
ASCC3	0.993312342
TMEM241	0.993649399
TMC8	0.994053335
MMP8	0.994114852
RP1	0.995124503
PDLIM5	0.996904117
AADACL4	1
ABCB10	1
ABCD3	1
ABL2	1
ACADM	1
ACAP3	1
ACOT11	1
ACOT7	1
ACP6	1
ACTN2	1
ADAM15	1
ADAM30	1
ADAMTSL4	1
ADAR	1
ADCK3	1
ADORA1	1
ADORA3	1
ADORA3,TMIGD3	1
ADPRHL2	1
ADSS	1
AGBL4	1
AGL	1
AGMAT	1
AGO1	1
AGO3	1
AGO4	1
AGRN	1
AGTRAP	1
AHCTF1	1
AHDC1	1
AIM2	1
AK2	1
AK5	1
AKR1A1	1
AKR7A2	1
AKR7A3	1
ALDH9A1	1
ALG14	1
ALPL	1
ALX3	1
AMIGO1	1
AMPD2	1
AMY1A,AMY1B,AMY1C	1
AMY2B	1
ANGEL2	1
ANGPTL1	1
ANGPTL3	1
ANGPTL7	1
ANKRD13C	1
ANKRD34A	1
ANKRD45	1
ANKRD65	1
APCS	1
APH1A	1
APITD1-CORT,CORT	1
APITD1,APITD1-CORT	1
APOA1BP	1
APOA2	1
AQP10	1
ARF1	1
ARHGAP29	1
ARHGAP30	1
ARHGEF10L	1
ARHGEF16	1
ARHGEF19	1
ARHGEF2	1
ARID1A	1
ARID4B	1
ARL8A	1
ARNT	1
ARTN	1
ARV1	1
ASAP3	1
ASH1L	1
ATAD3A	1
ATAD3B	1
ATAD3C	1
ATF3	1
ATG4C	1
ATP1A1	1
ATP1A2	1
ATP1B1	1
